Sun, orange, 1.989e30, 69634e3, 0
Earth, b, 5.972e24, 6371e3, 148.64e9
Venus, pink, 4.867e24, 6051.8e3, 108.2e9
Mercury, grey, 3.285e23, 2439.7e3, 57.91e9
Mars, r, 6.39e23, 3389.5e3, 227.9e9
